2.099	0.04198	9.00E-09	5.00E-10
2.202	0.04404	1.00E-08	5.00E-10
2.306	0.04612	1.50E-08	5.00E-10
2.405	0.0481	2.40E-08	1.00E-09
2.507	0.05014	4.00E-08	2.00E-09
2.601	0.05202	7.10E-08	3.50E-09
2.704	0.05408	2.30E-07	5.00E-09
2.803	0.05606	2.50E-07	1.00E-08
2.906	0.05812	5.35E-07	2.00E-08
2.953	0.05906	7.50E-07	3.50E-08
2.989	0.05978	1.45E-06	3.50E-08

