2.105	0.0421	5.00E-09	2.50E-10
2.204	0.04408	6.00E-09	2.50E-10
2.304	0.04608	7.00E-09	2.50E-10
2.402	0.04804	8.00E-09	5.00E-10
2.502	0.05004	9.00E-09	1.00E-09
2.602	0.05204	1.00E-08	1.00E-09
2.707	0.05414	1.20E-08	1.50E-09
2.805	0.0561	1.70E-08	3.00E-09
2.907	0.05814	2.50E-08	5.00E-09
2.95	0.059	3.20E-08	6.00E-09
2.997	0.05994	4.50E-08	1.00E-08

